Date, USD, JPY, BGN, CZK, DKK, GBP, HUF, PLN, RON, SEK, CHF, ISK, NOK, HRK, RUB, TRY, AUD, BRL, CAD, CNY, HKD, IDR, ILS, INR, KRW, MXN, MYR, NZD, PHP, SGD, THB, ZAR, 
31 December 2020, 1.2271, 126.49, 1.9558, 26.242, 7.4409, 0.89903, 363.89, 4.5597, 4.8683, 10.0343, 1.0802, 156.10, 10.4703, 7.5519, 91.4671, 9.1131, 1.5896, 6.3735, 1.5633, 8.0225, 9.5142, 17240.76, 3.9447, 89.6605, 1336.00, 24.4160, 4.9340, 1.6984, 59.125, 1.6218, 36.727, 18.0219, 
